date,open price,high price,low price,close,wap,no.of shares,no. of trades,total turnover (rs.),deliverable quantity,% deli. qty to traded qty,spread high-low,spread close-open
16-November-2016,2125.0,2209.5,2125.0,2190.25,2192.528608568541,509655,4828,1117433168.0,461475.0,90.55,84.5,65.25
15-November-2016,2115.0,2156.4,2054.7,2122.1,2108.8041242219615,60569,4358,127728157.0,15038.0,24.83,101.7,7.1
11-November-2016,2145.0,2146.0,2091.0,2105.05,2112.486868333625,85785,6740,181219686.0,23624.0,27.54,55.0,-39.95
10-November-2016,2200.0,2219.0,2142.0,2158.05,2186.604734274034,75830,4781,165810237.0,26230.0,34.59,77.0,-41.95
9-November-2016,2220.9,2275.0,2142.3,2171.05,2179.454664317581,378587,14601,825113203.0,192934.0,50.96,132.7,-49.85
8-November-2016,2280.0,2307.5,2262.3,2283.7,2283.368798619729,66074,4631,150871310.0,17845.0,27.01,45.2,3.7
7-November-2016,2331.5,2339.0,2263.1,2279.35,2297.9125693792785,137469,4330,315891743.0,86808.0,63.15,75.9,-52.15
4-November-2016,2301.0,2336.0,2294.95,2330.1,2316.2334292581118,63244,2944,146487867.0,34560.0,54.65,41.05,29.1
3-November-2016,2294.0,2333.55,2284.0,2319.95,2314.0408053381534,52003,3692,120337064.0,13490.0,25.94,49.55,25.95
2-November-2016,2340.0,2340.0,2296.15,2304.45,2325.317322285821,662834,4391,1541299382.0,620496.0,93.61,43.85,-35.55
1-November-2016,2394.0,2394.6,2335.05,2347.7,2365.7794000319127,37602,2970,88958037.0,16386.0,43.58,59.55,-46.3
30-October-2016,2400.0,2424.0,2390.0,2394.6,2397.084464964693,7364,798,17652130.0,3093.0,42.0,34.0,-5.4
28-October-2016,2413.25,2415.0,2383.0,2399.25,2399.9590687194886,34619,2336,83084183.0,15324.0,44.26,32.0,-14.0
27-October-2016,2380.0,2425.0,2366.9,2413.25,2389.003371034889,54286,7251,129689437.0,21379.0,39.38,58.1,33.25
26-October-2016,2398.65,2403.95,2373.0,2396.95,2389.7145143184694,41869,2309,100054957.0,18435.0,44.03,30.95,-1.7
25-October-2016,2398.0,2414.4,2388.9,2398.65,2401.3931284530386,34752,2126,83453214.0,9267.0,26.67,25.5,0.65
24-October-2016,2428.0,2430.55,2404.0,2427.85,2419.9679013578275,20032,1488,48476797.0,6783.0,33.86,26.55,-0.15
21-October-2016,2398.0,2431.25,2398.0,2428.7,2422.0474636675,43212,2395,104661515.0,23969.0,55.47,33.25,30.7
20-October-2016,2390.1,2408.75,2386.0,2399.85,2401.1706341995277,27515,1834,66068210.0,8673.0,31.52,22.75,9.75
19-October-2016,2405.0,2405.0,2371.2,2394.2,2385.9114476433497,54081,2605,129032477.0,25975.0,48.03,33.8,-10.8
18-October-2016,2371.0,2410.0,2355.0,2398.3,2377.729268027507,73582,4649,174958075.0,32857.0,44.65,55.0,27.3
17-October-2016,2367.1,2377.0,2348.05,2362.9,2361.652137351086,57080,2676,134803104.0,27863.0,48.81,28.95,-4.2
14-October-2016,2322.0,2384.4,2298.85,2365.9,2347.2153735308193,181819,9102,426768352.0,28402.0,15.62,85.55,43.9
13-October-2016,2355.0,2367.85,2323.25,2328.5,2343.456443390036,396220,6377,928524312.0,307639.0,77.64,44.6,-26.5
10-October-2016,2370.0,2385.0,2352.8,2380.1,2376.4801677738446,82492,3789,196040602.0,45487.0,55.14,32.2,10.1
7-October-2016,2388.0,2388.0,2356.9,2368.25,2367.208287230439,44285,3324,104831819.0,19789.0,44.69,31.1,-19.75
6-October-2016,2390.0,2397.55,2372.0,2384.25,2385.092995699113,45572,2780,108693458.0,12423.0,27.26,25.55,-5.75
5-October-2016,2406.0,2413.4,2376.0,2382.55,2387.726988642486,46401,2898,110792920.0,12178.0,26.25,37.4,-23.45
4-October-2016,2412.0,2422.3,2395.05,2401.1,2409.351846488052,759550,3090,1830023195.0,728454.0,95.91,27.25,-10.9
3-October-2016,2440.0,2455.0,2401.3,2411.8,2412.847393891832,91746,5818,221369097.0,54449.0,59.35,53.7,-28.2
30-September-2016,2435.0,2448.0,2425.0,2427.2,2434.626186511955,174777,1892,425516661.0,156957.0,89.8,23.0,-7.8
29-September-2016,2428.0,2449.6,2419.45,2434.6,2434.0575601374567,350364,4287,852806143.0,305953.0,87.32,30.15,6.6
28-September-2016,2430.0,2436.0,2415.0,2423.45,2427.648150185453,127256,2113,308932793.0,111826.0,87.87,21.0,-6.55
27-September-2016,2405.0,2445.0,2405.0,2430.7,2431.6533109344837,39883,2886,96981629.0,9598.0,24.07,40.0,25.7
26-September-2016,2393.0,2416.9,2393.0,2400.85,2409.2137814308157,279463,2846,673286111.0,261181.0,93.46,23.9,7.85
23-September-2016,2384.0,2401.5,2375.0,2397.3,2387.361884528528,441044,3180,1052931635.0,412986.0,93.64,26.5,13.3
22-September-2016,2428.5,2428.5,2371.0,2377.65,2391.453178697821,234530,8429,560867514.0,132201.0,56.37,57.5,-50.85
21-September-2016,2406.5,2421.4,2401.05,2413.5,2417.6300673491346,842921,4563,2037871154.0,791313.0,93.88,20.35,7.0
20-September-2016,2407.35,2419.9,2385.0,2411.1,2400.286520743463,37554,2486,90140360.0,9396.0,25.02,34.9,3.75
19-September-2016,2363.8,2422.95,2350.35,2407.35,2404.686363636364,85800,6178,206322090.0,27700.0,32.28,72.6,43.55
16-September-2016,2345.0,2376.95,2320.0,2361.15,2342.5911351482614,197657,6693,463029536.0,105633.0,53.44,56.95,16.15
15-September-2016,2339.0,2344.5,2318.0,2328.05,2325.39508618493,121657,5127,282900590.0,69921.0,57.47,26.5,-10.95
14-September-2016,2359.1,2374.95,2311.0,2328.55,2327.0616718862925,132832,6847,309108256.0,76921.0,57.91,63.95,-30.55
12-September-2016,2337.5,2364.6,2320.0,2359.1,2354.237034729793,70631,4371,166282116.0,29706.0,42.06,44.6,21.6
9-September-2016,2325.0,2366.0,2320.0,2352.5,2347.3265553869496,95555,6371,224298789.0,33230.0,34.78,46.0,27.5
8-September-2016,2367.0,2367.0,2287.0,2321.15,2315.5252880646162,301842,26702,698922784.0,107632.0,35.66,80.0,-45.85
7-September-2016,2509.0,2509.0,2424.0,2447.0,2466.1085532600086,146564,7484,361442734.0,79154.0,54.01,85.0,-62.0
6-September-2016,2514.0,2544.0,2481.0,2484.05,2486.292832174548,260330,3849,647256613.0,225567.0,86.65,63.0,-29.95
2-September-2016,2515.0,2519.0,2499.1,2513.5,2508.62064853017,31024,2477,77827447.0,8838.0,28.49,19.9,-1.5
1-September-2016,2529.0,2530.0,2489.95,2507.6,2507.0177679712,25833,1939,64763790.0,7023.0,27.19,40.05,-21.4
31-August-2016,2547.0,2547.0,2501.0,2512.55,2524.7317405028843,36748,2322,92778842.0,10721.0,29.17,46.0,-34.45
30-August-2016,2510.0,2574.75,2501.6,2548.7,2529.6124724871606,34075,2430,86196545.0,10765.0,31.59,73.15,38.7
29-August-2016,2530.0,2533.95,2471.15,2501.6,2491.952169171523,58686,4482,146242705.0,17749.0,30.24,62.8,-28.4
26-August-2016,2555.1,2571.55,2521.05,2529.15,2538.863590042218,27476,2103,69757816.0,6203.0,22.58,50.5,-25.95
25-August-2016,2576.0,2589.2,2529.0,2550.1,2554.9607483262766,47947,3087,122502703.0,14308.0,29.84,60.2,-25.9
24-August-2016,2601.0,2601.0,2568.1,2571.9,2581.6495593022946,37781,2050,97537302.0,16120.0,42.67,32.9,-29.1
23-August-2016,2536.0,2606.0,2536.0,2603.2,2594.649607353204,44824,2688,116302574.0,13672.0,30.5,70.0,67.2
22-August-2016,2581.0,2593.5,2540.0,2551.45,2560.99428612242,42003,3228,107569443.0,9332.0,22.22,53.5,-29.55
19-August-2016,2636.0,2647.8,2600.0,2603.95,2610.61422880266,31879,3307,83223771.0,12701.0,39.84,47.8,-32.05
18-August-2016,2630.0,2657.0,2630.0,2636.7,2645.3532024731376,16659,1410,44068939.0,4912.0,29.49,27.0,6.7
17-August-2016,2695.0,2695.0,2618.0,2623.9,2636.8612848794137,48596,2757,128140911.0,24034.0,49.46,77.0,-71.1
16-August-2016,2740.0,2740.0,2674.0,2691.45,2704.1527137589305,34712,3189,93866549.0,8806.0,25.37,66.0,-48.55
12-August-2016,2706.0,2740.0,2705.95,2732.35,2730.497667708584,41590,3937,113561398.0,13876.0,33.36,34.05,26.35
11-August-2016,2670.0,2715.0,2669.5,2704.3,2701.47731318024,34271,3148,92582329.0,11795.0,34.42,45.5,34.3
10-August-2016,2650.0,2680.0,2647.0,2673.9,2669.525443518873,57382,3419,153182709.0,21119.0,36.8,33.0,23.9
9-August-2016,2651.9,2659.0,2610.0,2650.55,2646.3237653522306,50237,4960,132943367.0,23547.0,46.87,49.0,-1.35
8-August-2016,2648.0,2666.8,2631.45,2651.9,2652.3700008675282,34581,2286,91721607.0,14931.0,43.18,35.35,3.9
5-August-2016,2660.0,2682.9,2633.0,2648.9,2662.0619362597718,101443,2746,270047549.0,77946.0,76.84,49.9,-11.1
4-August-2016,2678.7,2682.05,2638.95,2652.65,2662.176507936508,55125,2629,146752480.0,24558.0,44.55,43.1,-26.05
3-August-2016,2680.5,2694.0,2648.85,2656.25,2665.218022948193,66149,3216,176301507.0,45577.0,68.9,45.15,-24.25
2-August-2016,2696.0,2716.0,2686.05,2692.1,2693.702494450361,155866,4527,419856633.0,115483.0,74.09,29.95,-3.9
1-August-2016,2620.0,2720.0,2620.0,2698.0,2694.232143788124,153448,8648,413424534.0,60087.0,39.16,100.0,78.0
29-July-2016,2614.0,2632.0,2599.2,2618.55,2618.6861827804555,42324,3878,110833274.0,12554.0,29.66,32.8,4.55
28-July-2016,2577.0,2626.6,2577.0,2615.55,2600.561574312109,60293,4677,156795659.0,23089.0,38.29,49.6,38.55
27-July-2016,2550.0,2580.0,2548.3,2576.1,2568.532407818353,56329,5938,144682862.0,24314.0,43.16,31.7,26.1
26-July-2016,2551.0,2563.0,2531.3,2548.3,2549.699866856649,42811,4830,109155201.0,12804.0,29.91,31.7,-2.7
25-July-2016,2508.5,2555.0,2507.05,2551.55,2536.7063507199387,62922,4699,159614637.0,23765.0,37.77,47.95,43.05
22-July-2016,2490.0,2520.9,2480.0,2509.15,2509.221164889253,42665,3761,107055921.0,9577.0,22.45,40.9,19.15
21-July-2016,2490.0,2515.0,2466.0,2501.25,2493.348963414634,49200,4390,122672769.0,10931.0,22.22,49.0,11.25
20-July-2016,2458.0,2499.0,2448.05,2493.25,2487.5046875,58240,4682,144872273.0,20184.0,34.66,50.95,35.25
19-July-2016,2430.0,2467.05,2430.0,2461.55,2452.250279765777,38425,4078,94227717.0,13315.0,34.65,37.05,31.55
18-July-2016,2445.0,2470.0,2428.95,2433.5,2443.650963738056,91363,6931,223259283.0,39866.0,43.63,41.05,-11.5
15-July-2016,2524.0,2528.0,2428.05,2441.9,2464.789788607101,289461,21065,713460517.0,72475.0,25.04,99.95,-82.1
14-July-2016,2488.5,2526.85,2472.05,2520.3,2506.0655145929336,91140,6779,228402811.0,25729.0,28.23,54.8,31.8
13-July-2016,2476.0,2498.0,2451.55,2491.4,2484.3402707366095,56217,4230,139662157.0,18030.0,32.07,46.45,15.4
12-July-2016,2469.0,2476.65,2437.0,2461.5,2454.8948030176025,31018,3018,76145927.0,9298.0,29.98,39.65,-7.5
11-July-2016,2427.0,2469.0,2427.0,2463.65,2454.2845560609057,50570,6838,124113170.0,17329.0,34.27,42.0,36.65
8-July-2016,2435.0,2443.0,2404.5,2425.5,2429.7108589951376,114145,7013,277339346.0,75732.0,66.35,38.5,-9.5
7-July-2016,2488.0,2492.9,2425.0,2429.05,2450.0120584768383,73807,5424,180828040.0,34274.0,46.44,67.9,-58.95
5-July-2016,2498.0,2498.0,2477.0,2482.7,2485.047807451368,30330,2656,75371500.0,11608.0,38.27,21.0,-15.3
4-July-2016,2520.0,2525.0,2490.0,2494.8,2507.9320701089528,52775,3957,132356115.0,21968.0,41.63,35.0,-25.2
1-July-2016,2553.1,2571.0,2495.0,2501.8,2523.9884247403247,48811,5287,123198399.0,18644.0,38.2,76.0,-51.3
30-June-2016,2514.0,2563.8,2500.55,2550.8,2522.1961813225294,185614,6964,468154922.0,137008.0,73.81,63.25,36.8
29-June-2016,2477.0,2509.0,2467.0,2499.6,2488.198669934696,58343,4778,145168975.0,17839.0,30.58,42.0,22.6
28-June-2016,2495.5,2502.0,2455.0,2461.8,2476.827830087738,93460,5680,231484329.0,36487.0,39.04,47.0,-33.7
27-June-2016,2548.0,2548.0,2484.15,2495.35,2499.5685708275164,104578,8039,261399882.0,27476.0,26.27,63.85,-52.65
24-June-2016,2585.0,2592.1,2517.1,2570.7,2552.530086785656,152675,10234,389707531.0,59176.0,38.76,75.0,-14.3
23-June-2016,2654.1,2657.95,2625.0,2644.3,2642.1214738196572,40412,3114,106773413.0,11984.0,29.65,32.95,-9.8
22-June-2016,2647.3,2675.45,2634.0,2665.5,2657.4803413264203,55548,4780,147617718.0,11413.0,20.55,41.45,18.2
21-June-2016,2660.0,2661.1,2640.0,2647.3,2648.5292856154592,43366,2965,114856121.0,23653.0,54.54,21.1,-12.7
20-June-2016,2599.5,2662.95,2594.8,2655.7,2644.0813632365875,113700,6415,300632051.0,73942.0,65.03,68.15,56.2
17-June-2016,2559.0,2609.8,2559.0,2603.5,2592.243242607448,42509,3755,110193668.0,19019.0,44.74,50.8,44.5
16-June-2016,2560.5,2564.8,2517.75,2557.1,2539.497749859366,31998,3337,81258849.0,10830.0,33.85,47.05,-3.4
15-June-2016,2530.0,2563.7,2523.6,2555.7,2542.847467936004,37815,2647,96157777.0,15212.0,40.23,40.1,25.7
14-June-2016,2550.0,2556.9,2518.25,2534.7,2530.979556691295,36002,2884,91120326.0,15198.0,42.21,38.65,-15.3
13-June-2016,2550.0,2555.65,2521.0,2551.95,2541.576293008985,36504,3686,92777701.0,9388.0,25.72,34.65,1.95
10-June-2016,2577.0,2602.25,2556.0,2560.95,2572.929284937197,30333,3579,78044664.0,6177.0,20.36,46.25,-16.05
9-June-2016,2620.0,2624.6,2558.0,2577.5,2579.555975122168,40518,4256,104518449.0,11543.0,28.49,66.6,-42.5
8-June-2016,2630.0,2630.0,2606.95,2611.1,2614.4918770581776,18220,1935,47636042.0,6153.0,33.77,23.05,-18.9
7-June-2016,2627.0,2638.9,2615.0,2631.45,2628.7316482185142,18159,1848,47735138.0,5130.0,28.25,23.9,4.45
6-June-2016,2629.55,2639.85,2605.0,2611.35,2622.056091752319,31912,3159,83675054.0,14032.0,43.97,34.85,-18.2
3-June-2016,2651.0,2658.6,2620.6,2630.85,2634.0100496932346,36021,3030,94879676.0,12973.0,36.02,38.0,-20.15
2-June-2016,2629.5,2651.0,2609.0,2646.9,2637.9308705984013,32403,3484,85476874.0,8793.0,27.14,42.0,17.4
1-June-2016,2577.9,2642.55,2571.85,2631.85,2624.9929959260417,63820,5618,167527053.0,20049.0,31.41,70.7,53.95
31-May-2016,2621.0,2645.45,2570.0,2575.1,2595.3522255255443,47427,4494,123089770.0,12673.0,26.72,75.45,-45.9
30-May-2016,2585.0,2643.0,2585.0,2635.35,2615.3919003115266,65805,5809,172105864.0,29001.0,44.07,58.0,50.35
27-May-2016,2561.0,2580.0,2550.0,2572.05,2567.227332135272,61210,4667,157139985.0,25982.0,42.45,30.0,11.05
26-May-2016,2526.0,2569.0,2506.3,2552.8,2539.1708773051914,56286,3496,142919772.0,29871.0,53.07,62.7,26.8
25-May-2016,2488.55,2532.0,2488.55,2526.7,2513.472786642518,75643,2796,190126622.0,56516.0,74.71,43.45,38.15
24-May-2016,2483.9,2488.0,2461.0,2467.5,2465.2641304059257,113001,2271,278577312.0,95461.0,84.48,27.0,-16.4
23-May-2016,2532.0,2547.75,2481.0,2491.7,2508.0486889408585,189427,7455,475092139.0,133934.0,70.7,66.75,-40.3
20-May-2016,2564.95,2565.0,2526.0,2532.05,2543.777049898936,82126,5326,208910234.0,44687.0,54.41,39.0,-32.9
19-May-2016,2550.0,2559.9,2527.75,2555.55,2548.105830614272,42294,2992,107769588.0,21035.0,49.74,32.15,5.55
18-May-2016,2570.2,2570.2,2527.7,2550.45,2544.3109556965924,32458,3635,82583245.0,6870.0,21.17,42.5,-19.75
17-May-2016,2556.0,2590.85,2553.0,2570.2,2574.1912371520743,53316,6598,137245580.0,20931.0,39.26,37.85,14.2
16-May-2016,2524.0,2563.95,2524.0,2553.8,2545.731514432582,27819,2861,70819705.0,8343.0,29.99,39.95,29.8
13-May-2016,2565.0,2565.0,2512.0,2523.4,2529.393161129533,47347,3485,119759178.0,16558.0,34.97,53.0,-41.6
12-May-2016,2519.0,2570.0,2519.0,2567.05,2554.849571345539,55056,5822,140659798.0,20435.0,37.12,51.0,48.05
11-May-2016,2515.0,2524.0,2488.05,2517.75,2513.0808938731757,48508,4012,121904528.0,22126.0,45.61,35.95,2.75
10-May-2016,2514.0,2532.85,2497.1,2523.6,2519.743709904909,21979,2224,55381447.0,6813.0,31.0,35.75,9.6
9-May-2016,2472.15,2519.9,2458.65,2515.35,2502.239148133865,46674,4885,116789510.0,17775.0,38.08,61.25,43.2
6-May-2016,2470.0,2484.0,2432.0,2472.15,2454.4261163337246,27232,2634,66838932.0,5470.0,20.09,52.0,2.15
5-May-2016,2480.65,2490.4,2465.0,2474.0,2474.3278346121056,46920,3410,116095462.0,22867.0,48.74,25.4,-6.65
4-May-2016,2471.0,2492.1,2457.95,2478.25,2472.31116764346,31054,2441,76775151.0,8738.0,28.14,34.15,7.25
3-May-2016,2520.0,2530.0,2475.1,2480.25,2492.568913437473,69522,4507,173288376.0,21311.0,30.65,54.9,-39.75
2-May-2016,2530.05,2530.05,2500.05,2525.15,2516.398711995093,22826,2826,57439317.0,4954.0,21.7,30.0,-4.9
29-April-2016,2520.0,2539.6,2511.1,2530.05,2528.4385572601104,355518,7191,898905419.0,299722.0,84.31,28.5,10.05
28-April-2016,2508.0,2536.35,2500.0,2526.95,2524.546124664173,74071,7564,186995656.0,23747.0,32.06,36.35,18.95
27-April-2016,2489.9,2512.0,2477.35,2505.55,2499.69235923436,44773,5174,111918726.0,11050.0,24.68,34.65,15.65
26-April-2016,2435.0,2492.8,2435.0,2488.0,2478.361790187327,64753,5510,160481361.0,26087.0,40.29,57.8,53.0
25-April-2016,2417.0,2454.2,2406.0,2448.3,2440.2051328694647,65967,3870,160973012.0,28506.0,43.21,48.2,31.3
22-April-2016,2411.0,2435.0,2404.95,2417.2,2419.7489100504818,69728,5521,168724252.0,23009.0,33.0,30.05,6.2
21-April-2016,2462.0,2466.9,2415.0,2423.2,2438.253704054672,89699,6207,218708919.0,19596.0,21.85,51.9,-38.8
20-April-2016,2548.0,2548.0,2442.0,2451.9,2472.22423954176,241795,16820,597771460.0,63956.0,26.45,106.0,-96.1
18-April-2016,2449.0,2553.15,2449.0,2522.4,2501.665893056071,226212,17073,565906845.0,32595.0,14.41,104.15,73.4
13-April-2016,2525.0,2543.4,2513.05,2523.15,2527.0275535846267,33825,3192,85476707.0,9901.0,29.27,30.35,-1.85
12-April-2016,2506.65,2519.25,2487.45,2512.5,2504.063574948598,30641,2653,76727012.0,7315.0,23.87,31.8,5.85
11-April-2016,2450.0,2514.45,2412.15,2506.65,2461.494202581492,54852,4810,135017880.0,19398.0,35.36,102.3,56.65
8-April-2016,2465.0,2466.9,2425.2,2428.7,2437.5394028683963,33259,3092,81070123.0,11229.0,33.76,41.7,-36.3
7-April-2016,2478.9,2483.4,2458.9,2470.95,2470.802449941107,21225,2329,52442782.0,8018.0,37.78,24.5,-7.95
6-April-2016,2465.0,2487.5,2460.05,2478.9,2476.186357148628,37133,3856,91948228.0,11492.0,30.95,27.45,13.9
5-April-2016,2472.3,2484.0,2446.75,2462.65,2470.9594563418423,199390,3159,492684606.0,44067.0,22.1,37.25,-9.65
4-April-2016,2469.0,2487.8,2448.0,2470.7,2462.881281369944,33870,3248,83417789.0,9896.0,29.22,39.8,1.7
1-April-2016,2505.05,2520.95,2435.55,2455.4,2465.9831030989885,68119,10508,167980303.0,23178.0,34.03,85.4,-49.65
31-March-2016,2488.0,2534.0,2472.5,2516.05,2509.9760694534807,49184,5200,123450663.0,12833.0,26.09,61.5,28.05
30-March-2016,2470.0,2503.0,2465.0,2488.35,2488.611721991701,28920,2892,71970651.0,9389.0,32.47,38.0,18.35
29-March-2016,2475.0,2486.4,2450.0,2467.85,2473.0116424679322,29547,2141,73070075.0,9540.0,32.29,36.4,-7.15
28-March-2016,2485.1,2517.95,2461.2,2473.55,2480.67657648597,49715,4349,123326836.0,16826.0,33.84,56.75,-11.55
23-March-2016,2478.0,2485.0,2457.1,2474.7,2474.6962833725556,123230,4059,304956823.0,100610.0,81.64,27.9,-3.3
22-March-2016,2446.0,2485.0,2435.6,2474.05,2457.405090663363,44395,3518,109096499.0,13229.0,29.8,49.4,28.05
21-March-2016,2430.0,2457.0,2419.85,2443.65,2435.76655994462,46226,5357,112595745.0,16262.0,35.18,37.15,13.65
18-March-2016,2363.0,2435.0,2363.0,2427.25,2411.625104887451,82231,6775,198310344.0,35154.0,42.75,72.0,64.25
17-March-2016,2330.1,2361.65,2330.1,2351.75,2347.284364472928,36513,3169,85706394.0,17471.0,47.85,31.55,21.65
16-March-2016,2323.4,2331.0,2308.2,2327.35,2320.5757346586,18512,1801,42958498.0,5485.0,29.63,22.8,3.95
15-March-2016,2355.0,2356.95,2320.0,2329.65,2333.629043945271,23461,2303,54749271.0,9114.0,38.85,36.95,-25.35
14-March-2016,2370.0,2396.9,2340.0,2352.0,2362.5006856235564,27712,2980,65469619.0,7474.0,26.97,56.9,-18.0
11-March-2016,2348.0,2389.9,2336.9,2366.0,2372.1629366938582,215998,3135,512382450.0,188677.0,87.35,53.0,18.0
10-March-2016,2356.0,2356.0,2315.4,2348.0,2332.525816175999,31182,2921,72732820.0,3749.0,12.02,40.6,-8.0
9-March-2016,2350.0,2368.85,2298.0,2356.2,2331.5839656044514,43494,3923,101409913.0,10243.0,23.55,70.85,6.2
8-March-2016,2345.0,2365.0,2306.0,2354.4,2341.0064864529345,32221,2899,75429570.0,8657.0,26.87,59.0,9.4
4-March-2016,2373.0,2377.95,2350.0,2359.05,2362.742972027972,28600,2388,67574449.0,8836.0,30.9,27.95,-13.95
3-March-2016,2324.0,2389.5,2301.2,2377.3,2359.8557399923648,75967,5921,179271161.0,21171.0,27.87,88.3,53.3
2-March-2016,2291.1,2330.0,2256.05,2319.55,2286.848510433,49746,4358,113761566.0,15444.0,31.05,73.95,28.45
1-March-2016,2182.5,2284.5,2163.5,2275.0,2246.807856147308,50941,5340,114454639.0,13374.0,26.25,121.0,92.5
29-February-2016,2214.0,2230.0,2119.0,2181.9,2188.6749521320457,143102,8390,313203763.0,80824.0,56.48,111.0,-32.1
26-February-2016,2238.0,2256.95,2202.6,2214.7,2219.0691595520566,36076,3365,80055139.0,11750.0,32.57,54.35,-23.3
25-February-2016,2222.0,2238.0,2184.15,2212.25,2198.9220250609706,59455,4751,130736909.0,28635.0,48.16,53.85,-9.75
24-February-2016,2264.0,2264.0,2205.5,2218.65,2232.3243810412077,47176,3341,105312135.0,19203.0,40.71,58.5,-45.35
23-February-2016,2316.0,2320.0,2253.9,2265.1,2270.256087600462,183652,4294,416937071.0,157132.0,85.56,66.1,-50.9
22-February-2016,2320.5,2343.45,2305.1,2314.2,2330.062108781227,407221,3588,948850222.0,387043.0,95.04,38.35,-6.3
19-February-2016,2314.0,2325.3,2307.0,2320.2,2317.785407269833,18845,1930,43678666.0,4743.0,25.17,18.3,6.2
18-February-2016,2280.05,2319.45,2279.0,2315.3,2300.695724667317,31787,2854,73132215.0,11087.0,34.88,40.45,35.25
17-February-2016,2270.7,2281.9,2248.05,2278.0,2265.8041927466866,43456,3986,98462787.0,17562.0,40.41,33.85,7.3
16-February-2016,2270.0,2281.0,2244.8,2267.75,2263.8792666567297,26836,2073,60753464.0,8688.0,32.37,36.2,-2.25
15-February-2016,2245.6,2306.5,2226.6,2269.55,2234.212315134413,754129,4586,1684884299.0,713137.0,94.56,79.9,23.95
12-February-2016,2198.0,2242.0,2167.95,2226.5,2212.792202147235,69019,5275,152724705.0,16265.0,23.57,74.05,28.5
11-February-2016,2271.1,2285.0,2173.1,2196.05,2226.03863990168,61025,5472,135844008.0,22208.0,36.39,111.9,-75.05
10-February-2016,2280.0,2290.0,2258.05,2270.05,2269.808841570895,70915,3927,160963494.0,34459.0,48.59,31.95,-9.95
9-February-2016,2331.0,2332.0,2257.0,2281.45,2278.4194671217206,103138,9863,234991627.0,37107.0,35.98,75.0,-49.55
8-February-2016,2415.0,2415.0,2350.0,2368.5,2386.2068186485926,43821,3012,104565969.0,16640.0,37.97,65.0,-46.5
5-February-2016,2406.1,2439.95,2406.1,2425.85,2427.1433603086084,23849,2381,57884942.0,5579.0,23.39,33.85,19.75
4-February-2016,2420.0,2437.55,2403.2,2417.45,2417.410372992734,86436,3342,208951283.0,61310.0,70.93,34.35,-2.55
3-February-2016,2377.0,2422.9,2356.95,2417.05,2398.7168367968425,41047,3607,98460130.0,15270.0,37.2,65.95,40.05
2-February-2016,2408.0,2430.5,2380.0,2401.5,2415.3872024970738,38445,3491,92859561.0,15246.0,39.66,50.5,-6.5
1-February-2016,2392.0,2412.0,2361.05,2402.2,2401.0869821051538,28891,2996,69369804.0,11684.0,40.44,50.95,10.2
29-January-2016,2339.0,2398.25,2336.1,2391.2,2368.2439714401185,37115,3270,87897375.0,13273.0,35.76,62.15,52.2
28-January-2016,2310.0,2347.0,2310.0,2330.9,2332.913078081919,35181,3222,82074215.0,12590.0,35.79,37.0,20.9
27-January-2016,2303.95,2327.95,2283.7,2319.6,2316.742815292222,34135,2627,79082016.0,15943.0,46.71,44.25,15.65
25-January-2016,2295.15,2338.8,2293.05,2305.95,2315.568953154876,33472,3552,77506724.0,11584.0,34.61,45.75,10.8
22-January-2016,2266.0,2301.0,2260.0,2295.25,2282.8434303170784,149269,4253,340757756.0,121966.0,81.71,41.0,29.25
21-January-2016,2280.0,2286.25,2247.0,2261.2,2260.0848228610257,52981,3741,119741554.0,16273.0,30.71,39.25,-18.8
20-January-2016,2279.0,2282.5,2243.75,2277.6,2264.752168733325,59597,4773,134972435.0,29371.0,49.28,38.75,-1.4
19-January-2016,2283.0,2293.0,2267.25,2279.0,2277.0194610778444,27388,2023,62363009.0,12802.0,46.74,25.75,-4.0
18-January-2016,2270.0,2291.0,2263.0,2282.45,2281.293495563584,72243,3677,164807486.0,29380.0,40.67,28.0,12.45
15-January-2016,2290.0,2291.35,2258.15,2263.5,2265.3817525914424,87596,6741,198438380.0,42038.0,47.99,33.2,-26.5
14-January-2016,2275.0,2297.5,2252.6,2278.95,2280.4610037979332,122435,7367,279208243.0,57787.0,47.2,44.9,3.95
13-January-2016,2317.0,2327.95,2258.0,2280.3,2277.579831507953,336277,15547,765897713.0,164358.0,48.88,69.95,-36.7
12-January-2016,2367.95,2367.95,2301.1,2324.05,2323.271094807273,145569,10728,338196250.0,57834.0,39.73,66.85,-43.9
11-January-2016,2396.45,2396.45,2349.9,2363.0,2362.8929628160936,32783,3335,77462720.0,9890.0,30.17,46.55,-33.45
8-January-2016,2380.0,2409.0,2372.95,2397.25,2394.5575706818377,34627,2867,82916345.0,12260.0,35.41,36.05,17.25
7-January-2016,2375.0,2379.7,2359.85,2370.05,2366.703465324149,66343,3183,157014208.0,33127.0,49.93,19.85,-4.95
6-January-2016,2365.0,2384.5,2352.2,2381.2,2374.3428033241,45125,3023,107142219.0,19682.0,43.62,32.3,16.2
5-January-2016,2383.0,2386.35,2343.55,2350.35,2352.204009417913,73477,5036,172832894.0,40299.0,54.85,42.8,-32.65
4-January-2016,2416.1,2416.1,2369.05,2375.5,2380.9136526754487,131249,8610,312492536.0,62483.0,47.61,47.05,-40.6
